Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
6330000,1.506339,0.30913365,435.5744680851064,1250.349498793577,1.3412499955447856,1.3412499955447856,1.0
6340000,1.5058076,0.2992692,447.06382978723406,1253.0713340167877,1.5289999922133575,1.5289999922133575,1.0
6350000,1.5060929,0.31773877,436.97777777777776,1254.669291216919,0.5394333300568784,0.5394333300568784,1.0
6360000,1.5066868,0.3253523,336.37142857142857,1255.295770013538,2.3814285489065306,2.3814285489065306,1.0
6370000,1.5069437,0.3341087,377.625,1256.094781612659,1.5340000026995635,1.5340000026995635,1.0
6380000,1.5071458,0.31418625,455.65909090909093,1258.386928167989,0.941965495111774,0.941965495111774,1.0
6390000,1.5065081,0.3478168,444.52272727272725,1259.032330154852,1.0747241270567836,1.0747241270567836,1.0
6400000,1.5065843,0.33609635,477.04651162790697,1260.5019435468553,1.371428550058876,1.371428550058876,1.0
6410000,1.5074515,0.3512667,411.58,1260.4641466271012,1.730542845358806,1.730542845358806,1.0
6420000,1.5075351,0.3773336,426.2448979591837,1263.5319590948172,1.5583823408712358,1.5583823408712358,1.0
6430000,1.5074134,0.36981204,457.79545454545456,1268.1749883646373,2.085862054200522,2.085862054200522,1.0
6440000,1.5072379,0.36896756,434.2173913043478,1270.2412093188818,1.4036451415008595,1.4036451415008595,1.0
6450000,1.5072119,0.35853612,380.6862745098039,1273.6898032968163,1.6886315619278895,1.6886315619278895,1.0
6460000,1.5076135,0.35526925,393.7659574468085,1272.1578849082491,0.5106665977587302,0.5106665977587302,1.0
6470000,1.5070775,0.30959907,448.95454545454544,1270.6568191369079,0.8329999389747779,0.8329999389747779,1.0
6480000,1.5078791,0.2906013,460.45454545454544,1270.5290239016035,0.9699332569415371,0.9699332569415371,1.0
6490000,1.5084062,0.25811476,421.6808510638298,1269.5578277277637,0.982266595431914,0.982266595431914,1.0
6500000,1.50838,0.23359704,445.3061224489796,1265.4767077423287,0.3432665736414492,0.3432665736414492,1.0
6510000,1.5085583,0.2225605,431.7083333333333,1262.523553305514,1.0167999160165588,1.0167999160165588,1.0
6520000,1.5089082,0.21210411,423.21276595744683,1261.307453108213,1.330799927438299,1.330799927438299,1.0
6530000,1.5086412,0.20844808,401.9433962264151,1261.301557164508,1.4580665662884713,1.4580665662884713,1.0
6540000,1.5093483,0.20451236,432.1224489795918,1259.7367637743787,1.4350665585448346,1.4350665585448346,1.0
6550000,1.5087566,0.20761077,384.8888888888889,1257.602617915615,1.2603635199960659,1.2603635199960659,1.0
6560000,1.5088794,0.19470191,377.35185185185185,1254.9969624703376,1.3314284440129995,1.3314284440129995,1.0
6570000,1.5095716,0.19762842,261.6578947368421,None,1.5522498442636181,1.5522498442636181,1.0
